product_link,product_brand,product_model,product_variant,product_price_(Rp),product_transmission,product_mileage_(km),production_year,product_location
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000003058,Daihatsu,ROCKY,1.0 R TC CVT ASA,234350000.0,Automatic,37926.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2021/p/SN202306-0000004041,Daihatsu,TERIOS,R DELUXE,209000000.0,Automatic,90381.0,2018,Kota Jakarta Timur
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-r-m-t-deluxe-mc-2022/p/SN202306-0000002017,Daihatsu,SIGRA,1.0 D M/T MC,131580000.0,Manual,17969.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-x-m-t-mc-2023/p/SN202306-0000010072,Daihatsu,SIRION,D,170000000.0,Automatic,52643.0,2019,Kota Bandung
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2022/p/SN202306-0000010021,Daihatsu,TERIOS,X DELUXE,186000000.0,Automatic,87863.0,2018,Kota Bekasi
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-r-m-t-2021/p/SN202307-0000010139,Daihatsu,XENIA,R STANDAR,148500000.0,Manual,69086.0,2018,Kota Jakarta Utara
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-r-2018/p/SN202306-000000067,Daihatsu,SIRION,SIRION 1.3 D FMC M/T,93840000.0,Manual,133029.0,2013,Kota Bandung
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-x-mt-mc-2022/p/SN202307-0000000038,Daihatsu,SIRION,D NEW,126000000.0,Manual,52857.0,2018,Kota Jakarta Utara
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-2020/p/SN202306-0000010082,Daihatsu,SIRION,D NEW,123000000.0,Manual,71076.0,2018,Kota Jakarta Utara
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000004019,Daihatsu,AYLA,1.0 D+ M/T,105242500.0,Manual,41264.0,2020,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-x-m-t-2020/p/SN202306-0000010083,Daihatsu,AYLA,1.0 X M/T NEW,115562500.0,Manual,31795.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-all-new-terios-x-m-t-ids-2022/p/SN202305-0000000677,Daihatsu,NEW AYLA,1.0 X MT MC,119755000.0,Manual,7692.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-1-5-m-t-2022/p/SN202306-0000003056,Daihatsu,NEW AYLA,1.0 D+ MT MC,118142500.0,Manual,8027.0,2023,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2021/p/SN202306-0000006021,Daihatsu,SIGRA,1.0 D M/T MC,123087500.0,Manual,45182.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000004028,Daihatsu,NEW AYLA,1.0 X MT MC,118787500.0,Manual,7429.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2022/p/SN202306-0000009002,Daihatsu,NEW AYLA,1.0 X M/T,107392500.0,Manual,97688.0,2018,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000009024,Daihatsu,NEW AYLA,1.0 D+ MT MC,114917500.0,Manual,6693.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-terios-x-deluxe-2021/p/SN202307-000000172,Daihatsu,AYLA,R DELUXE,121000000.0,Manual,58528.0,2020,Kota Pekanbaru
www.mobbi.id/in/mobil-bekas/daihatsu-all-new-terios-x-m-t-ids-2022/p/SN202306-0000010032,Daihatsu,AYLA,R DELUXE,146000000.0,Automatic,37803.0,2020,Kota Pekanbaru
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-1-5-m-t-2022/p/SN202306-0000002011,Daihatsu,TERIOS,TERIOS 1.5 TX A/T,168300000.0,Automatic,84893.0,2015,
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-blind-van-1-3-ac-fh-m-t-2017/p/SN202306-0000006079,Daihatsu,ALL NEW XENIA,1.3 R M/T,210055000.0,Manual,5558.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-x-mt-mc-2020/p/SN202306-0000006024,Daihatsu,ROCKY,1.2 M CVT,199842500.0,Automatic,8413.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2020/p/SN202306-0000006120,Daihatsu,ALL NEW XENIA,1.3 X CVT,220805000.0,Automatic,8940.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-2022/p/SN202307-0000010135,Daihatsu,ALL NEW XENIA,1.3 X CVT,223492500.0,Automatic,4339.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000010012,Daihatsu,NEW AYLA,1.0 D+ MT MC,114380000.0,Manual,13322.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-2018/p/SN202305-000000101,Daihatsu,AYLA,1.0 D+ M/T NEW,96642500.0,Manual,38479.0,2018,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sirion-d-new-2018/p/SN202302-000000599,Daihatsu,GRANMAX,PU 1.5 M/T,146200000.0,Manual,21774.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-2018/p/SN202305-000000326,Daihatsu,NEW AYLA,1.0 X MT MC,122012500.0,Manual,13543.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sirion-sirion-1-3-d-fmc-m-t-2013/p/SN202207-0000002077,Daihatsu,SIGRA,1.0 D M/T MC,132117500.0,Manual,15182.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-2021/p/SN202305-0000000259,Daihatsu,GRANMAX,1.5 M/T,157487500.0,Manual,13131.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-2018/p/SN202303-000000608,Daihatsu,GRANMAX,PU 1.5 M/T,152650000.0,Manual,19327.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sirion-d-2019/p/SN202306-000000308,Daihatsu,SIGRA,1.0 D M/T,130505000.0,Manual,15793.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-x-mt-mc-2022/p/SN202306-0000010094,Daihatsu,NEW AYLA,1.0 D+ MT MC,116530000.0,Manual,8231.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-rocky-r-asa-2021/p/SN202303-000000547,Daihatsu,NEW AYLA,1.2 R MT DLX MC,148242500.0,Manual,13637.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-r-m-t-2019/p/SN202305-0000000027,Daihatsu,NEW AYLA,1.0 D+ MT MC,117067500.0,Manual,21368.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-2-r-mt-mc-2022/p/SN202305-0000000261,Daihatsu,SIGRA,1.0 D M/T,113305000.0,Manual,37543.0,2019,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-1-5-m-t-2022/p/SN202306-0000006011,Daihatsu,NEW AYLA,1.0 D+ MT MC,114380000.0,Manual,15382.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-rocky-1-2-m-cvt-2022/p/SN202305-0000000238,Daihatsu,GRANMAX,PU 1.5 M/T,152650000.0,Manual,4566.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-deluxe-2019/p/SN202306-000000556,Daihatsu,GRANMAX,PU 1.5 M/T,157487500.0,Manual,16810.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2021/p/SN202305-0000000631,Daihatsu,NEW AYLA,1.0 D+ MT MC,120292500.0,Manual,15333.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000006116,Daihatsu,GRANMAX,PU 1.5 M/T,157487500.0,Manual,14115.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000003064,Daihatsu,SIGRA,1.0 D M/T MC,115562500.0,Manual,25477.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-deluxe-2017/p/SN202305-000000789,Daihatsu,SIGRA,1.2 R M/T MC,137062500.0,Manual,31172.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-rocky-1-2-x-cvt-2022/p/SN202306-0000004046,Daihatsu,TERIOS,R,156000000.0,Automatic,116580.0,2015,Kota Depok
www.mobbi.id/in/mobil-bekas/daihatsu-ayla-1-0-x-m-t-new-2019/p/SN202306-0000010051,Daihatsu,TERIOS,R DELUXE,210000000.0,Manual,33204.0,2019,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000010081,Daihatsu,SIGRA,1.2 X M/T MC,160067500.0,Manual,8185.0,2023,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-2016/p/SN202304-000000433,Daihatsu,NEW AYLA,1.0 D+ MT MC,114917500.0,Manual,15666.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000010097,Daihatsu,SIGRA,1.0 D M/T MC,133192500.0,Manual,6943.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2022/p/SN202306-0000010022,Daihatsu,NEW AYLA,1.0 D+ MT MC,113412500.0,Manual,30309.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-3-m-t-2021/p/SN202306-0000006121,Daihatsu,SIGRA,1.0 D M/T,111262500.0,Manual,40248.0,2020,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-2018/p/SN202306-000000167,Daihatsu,NEW AYLA,1.0 X M/T,110187500.0,Manual,66087.0,2020,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000006111,Daihatsu,SIGRA,1.0 M M/T MC,134375000.0,Manual,22134.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-2020/p/SN202305-000000364,Daihatsu,NEW AYLA,1.2 R MT MC,145017500.0,Manual,14360.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-3-m-t-2020/p/SN202306-0000006080,Daihatsu,SIGRA,1.2 R M/T MC,147167500.0,Manual,20262.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-ayla-1-2-r-m-t-new-2020/p/SN202306-0000008025,Daihatsu,NEW AYLA,1.0 D+ MT MC,119217500.0,Manual,22679.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2021/p/SN202306-0000006137,Daihatsu,NEW AYLA,1.0 X MT MC,122012500.0,Manual,1602.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-2020/p/SN202306-0000010006,Daihatsu,SIGRA,1.0 D M/T MC,128462500.0,Manual,10131.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000004022,Daihatsu,SIGRA,1.2 R M/T MC,161142500.0,Manual,14366.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000008026,Daihatsu,NEW AYLA,1.0 D+ MT MC,114917500.0,Manual,27309.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000010079,Daihatsu,SIGRA,1.0 D M/T MC,128462500.0,Manual,27402.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2018/p/SN202306-0000010115,Daihatsu,NEW AYLA,1.0 X M/T,122012500.0,Manual,11073.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2023/p/SN202306-0000006129,Daihatsu,NEW AYLA,1.0 D+ MT MC,116637500.0,Manual,7682.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-x-mt-mc-2022/p/SN202306-0000009022,Daihatsu,NEW AYLA,1.2 R MT MC,146200000.0,Manual,26537.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2023/p/SN202306-0000006166,Daihatsu,AYLA,R,117000000.0,Automatic,47720.0,2018,Kota Jakarta Utara
www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-deluxe-2022/p/SN202306-000000227,Daihatsu,GRANMAX,PU 1.5 M/T,138137500.0,Manual,24216.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-all-new-xenia-1-3-x-m-t-2022/p/SN202305-0000000226,Daihatsu,NEW AYLA,1.2 R MT MC,131687500.0,Manual,33209.0,2020,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-all-new-xenia-1-3-x-m-t-2022/p/SN202305-0000000653,Daihatsu,GRANMAX,PU 1.5 M/T,162862500.0,Manual,5672.0,2023,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000003053,Daihatsu,AYLA,1.0 D+ M/T,81700000.0,Manual,188775.0,2017,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-rocky-1-2-m-cvt-2021/p/SN202305-0000000552,Daihatsu,ROCKY,R ASA 2T,221000000.0,Automatic,32910.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-x-m-t-e4-2022/p/SN202306-0000006133,Daihatsu,TERIOS,X DELUXE,218000000.0,Automatic,25602.0,2021,Kota Jakarta Pusat
www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-deluxe-2019/p/SN202303-000000710,Daihatsu,TERIOS,TERIOS 1.5 X MT,196860000.0,Manual,92716.0,2019,Kota Medan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-r-m-t-2021/p/SN202306-0000006124,Daihatsu,AYLA,1.0 M M/T,88580000.0,Manual,43928.0,2019,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-3-m-t-2022/p/SN202306-0000006082,Daihatsu,SIGRA,1.2 R M/T MC,149855000.0,Manual,18506.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-r-m-t-mc-2022/p/SN202305-0000000609,Daihatsu,ALL NEW TERIOS,R A/T DELUXE E4,211775000.0,Automatic,46616.0,2020,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-rocky-1-2-x-m-t-2021/p/SN202306-0000006107,Daihatsu,GRANMAX,PU 1.3 M/T,97287500.0,Manual,49593.0,2020,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-all-new-terios-r-m-t-2022/p/SN202306-0000006109,Daihatsu,GRANMAX,BLIND VAN 1.3 AC FH M/T,105780000.0,Manual,141840.0,2017,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2022/p/SN202306-0000010117,Daihatsu,GRANMAX,PU 1.3 M/T,97287500.0,Manual,79995.0,2020,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-x-mt-mc-2022/p/SN202306-0000003054,Daihatsu,GRANMAX,PU 1.3 M/T,119862500.0,Manual,33569.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-gran-max-pu-2018/p/SN202305-000000423,Daihatsu,GRANMAX,PU 1.3 M/T,104812500.0,Manual,70390.0,2020,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202307-0000000045,Daihatsu,ROCKY,1.2 X M/T,185975000.0,Manual,24010.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-deluxe-2018/p/SN202306-000000490,Daihatsu,ALL NEW TERIOS,R M/T,243380000.0,Manual,7510.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000002022,Daihatsu,GRANMAX,PU 1.5 M/T,152650000.0,Manual,22978.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000003091,Daihatsu,SIGRA,1.0 D M/T MC,118787500.0,Manual,89504.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-2-r-mt-mc-2020/p/SN202306-0000006150,Daihatsu,GRANMAX,PU 1.5 M/T,152650000.0,Manual,11114.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-all-new-xenia-1-3-r-m-t-2021/p/SN202305-0000000231,Daihatsu,GRANMAX,PU 1.5 M/T,106962500.0,Manual,38088.0,2020,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-r-m-t-2018/p/SN202306-0000009048,Daihatsu,GRANMAX,PU 1.3 M/T,107500000.0,Manual,55353.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-r-m-t-mc-2022/p/SN202306-0000010054,Daihatsu,GRANMAX,PU 1.5 M/T,152650000.0,Manual,21380.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-deluxe-2018/p/SN202306-000000574,Daihatsu,SIGRA,1.2 R M/T,127925000.0,Manual,350005.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000004013,Daihatsu,GRANMAX,PU 1.5 M/T,135450000.0,Manual,40012.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2021/p/SN202305-0000000216,Daihatsu,NEW AYLA,1.0 D+ MT MC,117712500.0,Manual,8941.0,2023,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000010095,Daihatsu,SIGRA,1.2 R M/T,130612500.0,Manual,93551.0,2019,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-2018/p/SN202306-0000002015,Daihatsu,SIGRA,1.0 M M/T MC,119862500.0,Manual,14636.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-rocky-1-2-m-cvt-2022/p/SN202306-0000010024,Daihatsu,NEW AYLA,1.0 D+ MT MC,109112500.0,Manual,27438.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-rocky-1-0-r-tc-cvt-asa-2021/p/SN202305-0000000689,Daihatsu,ROCKY,1.2 M CVT,184792500.0,Automatic,19504.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000006132,Daihatsu,SIGRA,1.2 R M/T,126312500.0,Manual,127447.0,2018,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2021/p/SN202305-0000000104,Daihatsu,GRANMAX,PU 1.5 M/T,138137500.0,Manual,58831.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-rocky-1-2-x-m-t-2022/p/SN202306-0000009052,Daihatsu,NEW AYLA,1.0 D+ MT MC,119217500.0,Manual,4837.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000004023,Daihatsu,AYLA,1.0 X M/T NEW,106317500.0,Manual,60000.0,2019,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-x-mt-mc-2022/p/SN202307-0000000046,Daihatsu,NEW AYLA,1.0 D+ MT MC,113412500.0,Manual,29094.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-deluxe-2018/p/SN202306-000000280,Daihatsu,SIGRA,1.2 X M/T E4,135342500.0,Manual,16864.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000003047,Daihatsu,ROCKY,1.2 M M/T,200917500.0,Manual,3658.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000006126,Daihatsu,TERIOS,TERIOS 1.5 X DELUXE MT,193800000.0,Manual,42626.0,2019,Kota Bogor
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-2019/p/SN202306-0000003072,Daihatsu,SIGRA,1.0 D M/T MC,113842500.0,Manual,28767.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-1-5-m-t-2022/p/SN202306-0000001012,Daihatsu,ALL NEW TERIOS,X M/T IDS,214892500.0,Manual,25785.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-xenia-r-deluxe-2020/p/SN202306-000000497,Daihatsu,TERIOS,R DELUXE,211000000.0,Manual,25834.0,2018,Kota Bandung
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000010074,Daihatsu,TERIOS,R DELUXE,212000000.0,Manual,50197.0,2018,Kota Surabaya
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2021/p/SN202306-0000001008,Daihatsu,XENIA,R DELUXE,190000000.0,Automatic,53169.0,2020,Kota Bekasi
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-m-m-t-mc-2021/p/SN202305-0000000035,Daihatsu,NEW AYLA,1.0 X DLX M/T,115562500.0,Manual,12054.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-terios-tx-adventure-2014/p/SN202305-000000718,Daihatsu,AYLA,1.0 D+ M/T,117067500.0,Manual,44981.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-terios-r-custom-2016/p/SN202306-000000161,Daihatsu,SIGRA,1.0 D M/T,115562500.0,Manual,69983.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-ayla-1-0-d%2B-m-t-new-2018/p/SN202306-0000003049,Daihatsu,NEW AYLA,1.2 R MT MC,146200000.0,Manual,6378.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-ayla-1-0-d%2B-m-t-2022/p/SN202305-0000002280,Daihatsu,NEW AYLA,1.0 X M/T,125667500.0,Manual,2533.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2022/p/SN202306-0000009029,Daihatsu,ROCKY,X ADS,208000000.0,Manual,19951.0,2021,Kota Surabaya
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2019/p/SN202306-0000006017,Daihatsu,NEW AYLA,1.2 R AT MC,150500000.0,Automatic,12375.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000004033,Daihatsu,NEW AYLA,1.0 X MT MC,119755000.0,Manual,7358.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2021/p/SN202306-0000010030,Daihatsu,AYLA,1.0 X M/T NEW,106962500.0,Manual,188431.0,2019,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-new-ayla-1-0-d%2B-mt-mc-2021/p/SN202306-0000001005,Daihatsu,NEW AYLA,1.2 R MT MC,138137500.0,Manual,55305.0,2021,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-terios-terios-1-5-tx-a-t-2015/p/SN202305-0000002171,Daihatsu,NEW AYLA,1.0 X AT MC,131042500.0,Automatic,7462.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-2-r-m-t-mc-2021/p/SN202305-0000000140,Daihatsu,GRANMAX,1.5 M/T,146200000.0,Manual,3204.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-ayla-r-2018/p/SN202302-000000115,Daihatsu,SIGRA,1.0 M M/T,106962500.0,Manual,71221.0,2018,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-granmax-pu-1-5-m-t-2022/p/SN202306-0000004036,Daihatsu,NEW AYLA,1.2 R MT MC,131580000.0,Manual,23116.0,2020,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-terios-x-deluxe-2018/p/SN202306-000000315,Daihatsu,SIGRA,1.2 R M/T DELUXE MC,150930000.0,Manual,8320.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-rocky-x-ads-2021/p/SN202305-000000511,Daihatsu,SIGRA,1.0 D M/T MC,128462500.0,Manual,41887.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-2019/p/SN202306-0000010019,Daihatsu,SIGRA,1.0 D M/T MC,128462500.0,Manual,41887.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2021/p/SN202306-0000006027,Daihatsu,SIGRA,1.0 D M/T MC,128462500.0,Manual,19726.0,2022,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-all-new-xenia-1-3-x-m-t-2022/p/SN202305-0000000480,Daihatsu,NEW AYLA,1.2 X AT MC,147705000.0,Automatic,5127.0,2023,Kota Jakarta Selatan
www.mobbi.id/in/mobil-bekas/daihatsu-sigra-1-0-d-m-t-mc-2022/p/SN202306-0000003055,Daihatsu,SIGRA,1.2 X A/T MC,134375000.0,Automatic,26278.0,2021,Kota Jakarta Selatan
